Facility Name,Opening Days and Hours,Phone,Latitude,Longitude,Formatted Address,Primary Type,Accessibility Options,Maps URI,Website URI
NAGLIDENT DRUŽBA ZA ZOBOZDRAVSTVENE IN OSTALE STORITVE D.O.O.,Monday: 1:00 – 7:30 PM; Tuesday: 6:45 AM – 1:15 PM; Wednesday: 1:00 – 7:30 PM; Thursday: 6:45 AM – 1:15 PM; Friday: 6:45 AM – 1:15 PM; Saturday: Closed; Sunday: Closed,+386 4 592 36 00,46.3617839,14.3076331,"Predilniška cesta 6, 4290 Tržič, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10653905670034297866,http://www.naglident.si/
NAL D.O.O.,,+386 1 251 34 29,46.0558432,14.476905799999999,"Cankarjev Vrh 1, 1000 Ljubljana, Slovenia",point_of_interest,wheelchairAccessibleParking,https://maps.google.com/?cid=4823999614695531800,
NASMEH ZOBOZDRAVSTVO d.o.o.,Monday: 7:00 AM – 6:00 PM; Tuesday: 7:00 AM – 6:00 PM; Wednesday: 7:00 AM – 2:30 PM; Thursday: 7:00 AM – 2:30 PM; Friday: 7:00 – 11:00 AM; Saturday: Closed; Sunday: Closed,+386 7 332 20 10,45.799168599999994,15.177829099999999,"Kandijska c. 62, 8000 Novo mesto, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=5817505383232130075,https://nasmeh-zobozdravstvo.si/
ND Dental d.o.o.-Neja Jurjec Smole dr.dent.med.,Monday: 1:00 – 7:00 PM; Tuesday: 8:00 AM – 2:30 PM; Wednesday: 8:00 AM – 2:30 PM; Thursday: 1:00 – 7:00 PM; Friday: 8:00 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,+386 3 819 05 10,46.2391637,15.633224799999999,"Celjska cesta 7, 3250 Rogaška Slatina, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17485937406636512042,https://www.moja-dejavnost.si/dobra-samoplacniska-zobozdravnica-savinjska/nd-dental-zobozdravstvena-dejavnost-doo/MM1ow0B7
NEFRODIAL NEFROLOŠKA IN DIALIZNA DEJAVNOST D.O.O.,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 1:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 1:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: 7:00 AM – 1:00 PM; Sunday: Closed,+386 1 589 72 11,46.0995298,14.540414,"Brnčičeva ul. 13, 1231 Ljubljana - Črnuče, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=5033803845388171831,https://www.nephrocare.si/dializni-centri/klinika/slovenia/crnuce.html
NEUROEDINA D.O.O.,,+386 7 302 11 21,45.8161699,15.154612799999999,"Ljubljanska cesta 28, 8000 Novo mesto, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=11335814114184679191,http://www.neuroedina.si/
NEVRIT d.o.o. prof.dr.Miro Denišlič,Monday: 8:00 AM – 1:30 PM; Tuesday: 8:00 AM – 1:30 PM; Wednesday: 8:00 AM – 1:30 PM; Thursday: 8:00 AM – 1:30 PM; Friday: 8:00 – 11:00 AM; Saturday: Closed; Sunday: Closed,+386 1 436 16 88,46.063947299999995,14.5108272,"Peričeva ulica 7, 1000 Ljubljana, Slovenia",consultant,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=10578588940931567111,https://nevrit.si/
NEVROMED DIAGNOSTICNI CENTER D.O.O.,"Monday: 7:00 AM – 12:00 PM; Tuesday: 7:00 AM – 12:00 PM, 3:00 – 7:00 PM; Wednesday: 7:00 AM – 12:00 PM; Thursday: 7:00 AM – 12:00 PM; Friday: 7:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed",+386 3 586 99 63,46.3549606,15.107105899999999,"Ljubljanska cesta 11, 3320 Velenje, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=5504274321221564034,https://www.cakalnedobe.si/ambulante/nevromed-diagnosticni-center-d-o-o-nevroloska-ambulanta/
NO DOL d.o.o.,,+386 2 757 00 22,46.519928199999995,15.8859419,"Trnovska vas 42a, 2254 Trnovska vas, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10897723149458910730,
Naravno zdravilišče Topolšica d.d.,,+386 3 896 31 00,46.402812999999995,15.016276,"Topolšica 77, 3326 Topolšica, Slovenia",resort_hotel,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=14643337051490922437,https://www.terme-topolsica.si/?utm_source=gbusiness&utm_medium=organic&utm_campaign=terme-topolsica
Nataša Dajović - Zasebna zobozdravstvena ordinacija,Monday: Closed; Tuesday: 12:00 – 7:00 PM; Wednesday: 12:00 – 7:00 PM; Thursday: 12:00 – 7:00 PM; Friday: 12:00 – 7:00 PM; Saturday: Closed; Sunday: Closed,+386 7 348 18 89,45.909928699999995,15.006282099999998,"Kidričeva ulica 11, 8210 Trebnje, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=18182335831879906504,
Nevrološka ambulanta Marjetka Clemenz dr.med.,"Monday: 8:00 AM – 1:00 PM; Tuesday: 8:00 AM – 1:00 PM, 2:00 – 9:00 PM; Wednesday: 8:00 AM – 1:00 PM; Thursday: 8:00 AM – 1:00 PM, 2:00 – 9:00 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed",+386 1 540 66 88,46.0563557,14.560864399999998,"Zaloška cesta 167, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=6837146057693958194,http://dr.clemenz.ordinacija.net/
Nikič Alenka - Doktor stomatologije,,+386 7 337 39 80,45.8442649,15.336481000000001,"Trubarjeva cesta 5, 8310 Šentjernej, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4800150971733838757,
OA D.O.O. - Oliver AVSEC dr. med. spec. oftal.,Monday: 12:00 – 7:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,+386 1 721 12 70,46.1383788,14.598274899999998,"Slamnikarska cesta 3, 1230 Domžale, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8114564986825534685,http://www.ocesnaambulanta-domzale.si/
OBJEM ZDRAVJA d.o.o.,Monday: 10:00 AM – 7:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 590 12579,46.0602008,14.514823999999997,"Vilharjeva cesta 25, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10565227128506772623,http://www.objemzdravja.si/
OFTAMED d.o.o.,Monday: Closed; Tuesday: Closed; Wednesday: 8:15 AM – 8:15 PM; Thursday: 8:15 AM – 3:15 PM; Friday: 8:30 – 10:30 AM; Saturday: Closed; Sunday: Closed,+386 2 252 66 43,46.5532523,15.6430022,"Ul. Moše Pijada 21b, 2000 Maribor, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=194064635799541775,http://www.oftamed.si/
OKC Očesni kirurški center dr. Pfeifer,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,+386 1 320 73 00,46.050831599999995,14.512578300000001,"Barvarska steza 4, 1000 Ljubljana, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=5960772733249520275,http://www.okc-pfeifer.si/
OKULISTICNA AMBULANTA  SMILJANA GRUDEN DR. MED. SPEC. OFTALMOLOGIJE,Monday: 1:30 – 7:15 PM; Tuesday: 8:00 AM – 2:00 PM; Wednesday: 8:00 AM – 2:00 PM; Thursday: 8:30 AM – 1:30 PM; Friday: 9:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 5 734 41 71,45.707756499999995,13.8697593,"Partizanska c. 44, 6210 Sežana, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15029863337815884243,https://www.okulist-gruden.si/index.php/storitve
OKULISTIKA Meh d.o.o.,Monday: 9:00 AM – 8:00 PM; Tuesday: 7:30 AM – 5:00 PM; Wednesday: 7:30 AM – 5:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 12:00 PM; Sunday: Closed,+386 41 371 234,46.0085792,15.303258799999998,"Prešernova ulica 1, 8290 Sevnica, Slovenia",store,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17957940716689134392,http://www.optikalana.si/
OKULODENT D.O.O. MILKA POFUK KOSTADINOVIĆ DR.MED.SPEC.OFTALMOLOG,Monday: 11:30 AM – 7:30 PM; Tuesday: 7:45 AM – 4:00 PM; Wednesday: 7:45 AM – 4:00 PM; Thursday: 11:30 AM – 7:30 PM; Friday: 7:45 AM – 2:45 PM; Saturday: Closed; Sunday: Closed,+386 5 653 18 28,45.5391258,13.788325599999999,"Cesta na Žanej 1, 6276 Pobegi, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13856343798111816654,http://www.okulodent.si/
OKUMED d.o.o.,"Monday: 8:00 AM – 3:00 PM; Tuesday: 8:00 AM – 3:00 PM, 4:00 – 6:00 PM; Wednesday: 12:30 – 6:30 PM; Thursday: 12:30 – 6:30 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed",+386 2 332 51 40,46.550278999999996,15.641049400000002,"Žolgarjeva ul. 7, 2000 Maribor, Slovenia",,,https://maps.google.com/?cid=264761173328341092,http://okumed.si/
ONKOLOŠKI INŠTITUT LJUBLJANA,Monday: 9:00 AM – 4:30 PM; Tuesday: 9:00 AM – 4:30 PM; Wednesday: 9:00 AM – 4:30 PM; Thursday: 9:00 AM – 4:30 PM; Friday: 9:00 AM – 4:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: 9:00 AM – 1:00 PM,+386 1 587 91 05,46.0513441,14.521182600000001,"Zaloška cesta 2, 1000 Ljubljana, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=10529851947258923957,http://www.onko-i.si/
ONKOLOŠKI INŠTITUT LJUBLJANA - Oddelek za nuklearno medicino,Monday: 9:00 AM – 4:30 PM; Tuesday: 9:00 AM – 4:30 PM; Wednesday: 9:00 AM – 4:30 PM; Thursday: 9:00 AM – 4:30 PM; Friday: 9:00 AM – 4:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: 9:00 AM – 1:00 PM,+386 1 587 91 05,46.0513441,14.521182600000001,"Zaloška cesta 2, 1000 Ljubljana, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=10529851947258923957,http://www.onko-i.si/
ONKOLOŠKI INŠTITUT LJUBLJANA - Oddelek za radiologijo,Monday: 9:00 AM – 4:30 PM; Tuesday: 9:00 AM – 4:30 PM; Wednesday: 9:00 AM – 4:30 PM; Thursday: 9:00 AM – 4:30 PM; Friday: 9:00 AM – 4:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: 9:00 AM – 1:00 PM,+386 1 587 91 05,46.0513441,14.521182600000001,"Zaloška cesta 2, 1000 Ljubljana, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=10529851947258923957,http://www.onko-i.si/
OPTOVID d.o.o.,Monday: 8:00 AM – 6:30 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 6:30 PM; Friday: 8:00 AM – 6:30 PM; Saturday: Closed; Sunday: Closed,+386 1 436 10 78,46.065685599999995,14.5099747,"Dunajska c. 56, 1000 Ljubljana, Slovenia",store,,https://maps.google.com/?cid=12537659586213539508,http://www.optovid.si/
ORALNA KIRURGIJA IN ESTETSKO ZOBOZDRAVSTVO ORDINACIJA TETIČKOVIČ,Monday: 8:00 AM – 3:00 PM; Tuesday: 8:00 AM – 3:00 PM; Wednesday: 8:00 AM – 1:30 PM; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,+386 1 430 64 60,46.0593681,14.506167099999999,"Dunajska c. 5, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleRestroom,https://maps.google.com/?cid=579238168157784340,http://ordinacija-tetickovic.si/
ORL Kurent specialistična ambulanta za bolezni ušes nosu in grla d.o.o.,Monday: 1:00 – 7:30 PM; Tuesday: 11:00 AM – 8:00 PM; Wednesday: 10:00 AM – 5:30 PM; Thursday: 1:00 – 7:30 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 31 363 679,46.0776371,14.502479300000001,"Vodovodna cesta 99a, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=2172177018256685994,
ORTHOS zavod za ortodontijo in maksilofacialno ortopedijo,Monday: 7:00 AM – 7:00 PM; Tuesday: 7:00 AM – 7:00 PM; Wednesday: 7:00 AM – 7:00 PM; Thursday: 7:00 AM – 7:00 PM; Friday: 7:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,+386 1 519 35 40,46.0601445,14.5159693,"Vilharjev podhod 18, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9471201697754421820,http://orthos.si/
ORTO D d.o.o.,,,45.8928722,15.609879000000001,"Savska pot 21a, 8250 Brežice, Slovenia",corporate_office,wheelchairAccessibleParking,https://maps.google.com/?cid=5117214553467975712,https://www.moja-dejavnost.si/ortodont-krsko/orto--d-doo/MM1Uy7JG
ORTO specialisticna zobna ambulanta d.o.o.,Monday: 12:00 – 6:30 PM; Tuesday: 7:30 AM – 1:30 PM; Wednesday: 7:30 AM – 1:30 PM; Thursday: 12:00 – 6:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,+386 2 870 52 91,46.542857399999995,14.967648299999997,"Ob Suhi 11, 2390 Ravne na Koroškem, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=9924306145413894196,http://www.orto-plesnik.si/
ORTO4U ZOBOZDRAVSTVENA DEJAVNOST D.O.O.,,+386 4 252 14 77,46.095476,14.4725589,"Ulica bratov Komel 25, 1210 Ljubljana - Šentvid, Slovenia",corporate_office,wheelchairAccessibleParking,https://maps.google.com/?cid=6469989982395298839,https://www.moja-dejavnost.si/zasebna-zobna-ambulanta-cerklje/orto4u-doo/MM11eRtT
ORTOBOR ORTOPEDSKA DEJAVNOST D.O.O.,Monday: Closed; Tuesday: 4:00 – 8:00 PM; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,+386 51 603 597,46.036189,14.479061399999999,"Tbilisijska ulica 89, 1000 Ljubljana, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=481379974497732067,https://www.orthocons.si/
ORTODONT KOPER,"Monday: 7:00 AM – 2:45 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 – 10:00 AM, 4:00 – 8:00 PM; Thursday: 1:00 – 8:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed",+386 41 888 850,45.5449835,13.730618800000002,"Vojkovo nabrežje 3, 6000 Koper, Slovenia",dentist,wheelchairAccessibleEntrance,https://maps.google.com/?cid=8437457060446876394,http://www.ortodontija-koper.si/
ORTODONTIJA  ZOBOZDRAVSTVO VRBIC d.o.o.,Monday: 1:00 – 7:00 PM; Tuesday: 7:00 AM – 1:00 PM; Wednesday: 7:00 AM – 1:00 PM; Thursday: 1:00 – 7:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 1 429 39 40,46.0361903,14.4895219,"Cesta v Mestni log 55, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=4180107547404151920,https://zdravniki-zobozdravniki.net/clan/jelena-vrbic-drezgic-89
ORTOESTETIK d.o.o.,"Monday: 12:00 – 6:00 PM; Tuesday: 8:00 AM – 2:00 PM; Wednesday: 8:00 AM – 1:00 PM, 2:00 – 6:00 PM; Thursday: Closed; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed",+386 40 585 685,46.5623618,15.652999900000001,"Cankarjeva ulica 11, 2000 Maribor, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom; wheelchairAccessibleSeating,https://maps.google.com/?cid=12837243835182468042,http://ortoestetik.com/
ORTOPEDIJA PRETTNER D.O.O.,,+386 2 536 10 60,46.660907099999996,16.167417,"Cvetkova ulica 10, 9000 Murska Sobota, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=2841990435137615988,https://www.ortopedija-prettner.si/
ORTOPEDSKA BOLNIŠNICA VALDOLTRA OSPEDALE ORTOPEDICO VALDOLTRA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 5 669 61 00,45.5810028,13.727485099999999,"Jadranska cesta 31, 6280 Ankaran, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom; wheelchairAccessibleSeating,https://maps.google.com/?cid=4948855996593955552,http://www.ob-valdoltra.si/
OZG ZDRAVSTVENI DOM  BLED,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 4 575 40 00,46.371395299999996,14.1090942,"Mladinska cesta 1, 4260 Bled, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15222878867543260962,https://www.zd-bled.si/
OZG ZDRAVSTVENI DOM KRANJ,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 4 208 20 00,46.248897799999995,14.3532602,"Gosposvetska ulica 10, 4000 Kranj, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=1281359899538399787,http://www.zd-kranj.si/
OZG ZDRAVSTVENI DOM KRANJ - zobna,,+386 4 208 21 00,46.2483234,14.353334499999999,"Gosposvetska ulica 10b, 4000 Kranj, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=4775839745639053469,http://www.zobna-kranj.si/
OZG ZDRAVSTVENI DOM RADOVLJICA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 4 537 03 00,46.34700840000001,14.1720735,"Kopališka cesta 7, 4240 Radovljica, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15188561632655135087,https://www.zd-radovljica.si/
OZG ZDRAVSTVENI DOM TRŽIČ,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 4 598 22 10,46.363590699999996,14.3065588,"Blejska cesta 10, 4290 Tržič, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=12334288094725827024,https://www.zd-trzic.si/
OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 4 502 00 00,46.166212599999994,14.312942999999999,"Stara cesta 10, 4220 Škofja Loka, Slovenia",government_office,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8076931709927162049,https://www.zd-loka.si/
