Procedure Code,Procedure Name,Facility,Category,Waiting Days
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,26
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,fast,29
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA BREŽICE,fast,43
1020P,Antikoagulacijsko zdravljenje - prvi pregled,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,fast,57
1020P,Antikoagulacijsko zdravljenje - prvi pregled,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,57
1020P,Antikoagulacijsko zdravljenje - prvi pregled,VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,fast,63
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,fast,74
1020P,Antikoagulacijsko zdravljenje - prvi pregled,UKC LJUBLJANA INTERNA KLINIKA,fast,88
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,fast,118
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA CELJE,fast,469
1020P,Antikoagulacijsko zdravljenje - prvi pregled,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,fast,530
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM DR. BOŽIDARJA LAVRIČA - CERKNICA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM ČRNOMELJ-fizioterapija in ostale dejavnosti na sekundarnem nivoju brez zobozdravstva,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM LOGATEC,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM DR. JANEZA ORAŽMA RIBNICA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM ILIRSKA BISTRICA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM SLOVENSKE KONJICE,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA TRBOVLJE,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM AJDOVŠČINA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM NOVO MESTO,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM TOLMIN,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM SEVNICA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM ŠMARJE PRI JELŠAH,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM GROSUPLJE,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM ORMOŽ,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM VELENJE,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,"ZASEBNA INTERNISTICNO-PULMOLOŠKA AMBULANTA JASMINA PANJAN AVRAMOVIČ, DR.MED.,SPEC.INT.MED.",veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM LJUBLJANA - CENTER,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM LJUBLJANA - ŠIŠKA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM LJUBLJANA - BEŽIGRAD,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM MURSKA SOBOTA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM DR. JULIJA POLCA KAMNIK,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM TREBNJE,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM LJUTOMER,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZD LAŠKO,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM ŠENTJUR,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,"ZA MLINAR NEVENKA, DR.MED.",veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZD RADEČE,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,BOLNIŠNICA TOPOLŠICA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM RADLJE OB DRAVI,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM LJUBLJANA - MOSTE - POLJE,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,Zavod Apolon,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM PTUJ,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,UKC LJUBLJANA INTERNA KLINIKA,veryFast,0
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM GORNJA RADGONA,veryFast,4
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,veryFast,15
1020P,Antikoagulacijsko zdravljenje - prvi pregled,BOLNIŠNICA SEŽANA,veryFast,15
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZD KRŠKO,veryFast,15
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA BREŽICE,veryFast,15
1020P,Antikoagulacijsko zdravljenje - prvi pregled,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,29
1020P,Antikoagulacijsko zdravljenje - prvi pregled,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,veryFast,29
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA JESENICE,veryFast,29
1020P,Antikoagulacijsko zdravljenje - prvi pregled,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,veryFast,43
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,57
1020P,Antikoagulacijsko zdravljenje - prvi pregled,VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,veryFast,63
1020P,Antikoagulacijsko zdravljenje - prvi pregled,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,veryFast,118
1020P,Antikoagulacijsko zdravljenje - prvi pregled,SPLOŠNA BOLNIŠNICA CELJE,veryFast,408
1022P,Klinično genetski pregled - prvi,UKC LJUBLJANA KLINIČNI INŠTITUT ZA MEDICINSKO GENETIKO,regular,165
1022P,Klinično genetski pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,227
1022P,Klinično genetski pregled - prvi,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,regular,380
1022P,Klinično genetski pregled - prvi,MEDGEN d.o.o.,fast,88
1022P,Klinično genetski pregled - prvi,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,fast,135
1022P,Klinično genetski pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,149
1022P,Klinično genetski pregled - prvi,UKC LJUBLJANA KLINIČNI INŠTITUT ZA MEDICINSKO GENETIKO,fast,165
1022P,Klinično genetski pregled - prvi,MEDGEN d.o.o.,veryFast,0
1022P,Klinično genetski pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,0
1022P,Klinično genetski pregled - prvi,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,veryFast,104
1024P,Nefrološki pregled - prvi,"NEFRODIAL, NEFROLOŠKA IN DIALIZNA DEJAVNOST, D.O.O.",regular,227
1024P,Nefrološki pregled - prvi,AL-MEDICO,regular,257
1024P,Nefrološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,regular,288
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,regular,293
1024P,Nefrološki pregled - prvi,Zavod Apolon,regular,318
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,regular,318
1024P,Nefrološki pregled - prvi,ZDRAVSTVENI ZAVOD MEDICINSKI CENTER ŠINIGOJ,regular,318
1024P,Nefrološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,regular,349
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,regular,349
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,regular,349
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,380
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,regular,408
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,regular,408
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,653
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,773
1024P,Nefrološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,957
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,fast,165
1024P,Nefrološki pregled - prvi,Zavod Apolon,fast,165
1024P,Nefrološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,fast,165
1024P,Nefrološki pregled - prvi,AL-MEDICO,fast,165
1024P,Nefrološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,fast,196
1024P,Nefrološki pregled - prvi,"NEFRODIAL, NEFROLOŠKA IN DIALIZNA DEJAVNOST, D.O.O.",fast,227
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,257
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,264
1024P,Nefrološki pregled - prvi,ZDRAVSTVENI ZAVOD MEDICINSKI CENTER ŠINIGOJ,fast,318
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,318
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,fast,349
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,fast,380
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,fast,530
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,530
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,561
1024P,Nefrološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,834
1024P,Nefrološki pregled - prvi,"NEFRODIAL, NEFROLOŠKA IN DIALIZNA DEJAVNOST, D.O.O.",veryFast,15
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,veryFast,43
1024P,Nefrološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,veryFast,57
1024P,Nefrološki pregled - prvi,Zavod Apolon,veryFast,57
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,74
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,74
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,veryFast,74
1024P,Nefrološki pregled - prvi,UKC LJUBLJANA INTERNA KLINIKA,veryFast,88
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,88
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,124
1024P,Nefrološki pregled - prvi,AL-MEDICO,veryFast,135
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,165
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,165
1024P,Nefrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,veryFast,257
1024P,Nefrološki pregled - prvi,ZDRAVSTVENI ZAVOD MEDICINSKI CENTER ŠINIGOJ,veryFast,257
1024P,Nefrološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,653
1025P,Nevrokirurški pregled - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,regular,104
1025P,Nevrokirurški pregled - prvi,KIRURGIJA BITENC,regular,149
1025P,Nevrokirurški pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,196
1025P,Nevrokirurški pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,227
1025P,Nevrokirurški pregled - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,fast,88
1025P,Nevrokirurški pregled - prvi,KIRURGIJA BITENC,fast,104
1025P,Nevrokirurški pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,135
1025P,Nevrokirurški pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,196
1025P,Nevrokirurški pregled - prvi,KIRURGIJA BITENC,veryFast,29
1025P,Nevrokirurški pregled - prvi,UKC LJUBLJANA KIRURŠKA KLINIKA,veryFast,29
1025P,Nevrokirurški pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,88
1025P,Nevrokirurški pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,135
1026P,Nevrološki pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,regular,118
1026P,Nevrološki pregled - prvi,NEVROMED DIAGNOSTICNI CENTER D.O.O.,regular,149
1026P,Nevrološki pregled - prvi,UKC LJUBLJANA NEVROLOŠKA KLINIKA,regular,165
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,regular,196
1026P,Nevrološki pregled - prvi,BOLNIŠNICA SEŽANA,regular,196
1026P,Nevrološki pregled - prvi,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,regular,196
1026P,Nevrološki pregled - prvi,AZUR Zdravstveni zavod - Nevrološka ambulanta Lesce,regular,196
1026P,Nevrološki pregled - prvi,ZAVOD REVITA,regular,227
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,regular,257
1026P,Nevrološki pregled - prvi,"Nevrološka ambulanta Marjetka Clemenz, dr.med.",regular,279
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,288
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,regular,318
1026P,Nevrološki pregled - prvi,NEUROEDINA D.O.O.,regular,330
1026P,Nevrološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,regular,349
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,regular,355
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,regular,380
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,regular,439
1026P,Nevrološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,439
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,regular,530
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,regular,714
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,regular,957
1026P,Nevrološki pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,fast,57
1026P,Nevrološki pregled - prvi,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,fast,135
1026P,Nevrološki pregled - prvi,AZUR Zdravstveni zavod - Nevrološka ambulanta Lesce,fast,135
1026P,Nevrološki pregled - prvi,NEVROMED DIAGNOSTICNI CENTER D.O.O.,fast,149
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,fast,165
1026P,Nevrološki pregled - prvi,ZAVOD REVITA,fast,165
1026P,Nevrološki pregled - prvi,BOLNIŠNICA SEŽANA,fast,165
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,fast,227
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,227
1026P,Nevrološki pregled - prvi,"Nevrološka ambulanta Marjetka Clemenz, dr.med.",fast,249
1026P,Nevrološki pregled - prvi,UKC LJUBLJANA NEVROLOŠKA KLINIKA,fast,257
1026P,Nevrološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,fast,257
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,fast,288
1026P,Nevrološki pregled - prvi,NEUROEDINA D.O.O.,fast,295
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,335
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,fast,349
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,fast,380
1026P,Nevrološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,469
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,fast,469
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,fast,683
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,fast,865
1026P,Nevrološki pregled - prvi,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,veryFast,15
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,29
1026P,Nevrološki pregled - prvi,AZUR Zdravstveni zavod - Nevrološka ambulanta Lesce,veryFast,43
1026P,Nevrološki pregled - prvi,NEVROMED DIAGNOSTICNI CENTER D.O.O.,veryFast,43
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA JESENICE,veryFast,57
1026P,Nevrološki pregled - prvi,UKC LJUBLJANA NEVROLOŠKA KLINIKA,veryFast,57
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,veryFast,57
1026P,Nevrološki pregled - prvi,ZDRAVSTVENI DOM SEVNICA,veryFast,74
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA TRBOVLJE,veryFast,74
1026P,Nevrološki pregled - prvi,BOLNIŠNICA SEŽANA,veryFast,88
1026P,Nevrološki pregled - prvi,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,veryFast,88
1026P,Nevrološki pregled - prvi,NEUROEDINA D.O.O.,veryFast,98
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,104
1026P,Nevrološki pregled - prvi,ZAVOD REVITA,veryFast,118
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,118
1026P,Nevrološki pregled - prvi,"Nevrološka ambulanta Marjetka Clemenz, dr.med.",veryFast,130
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,veryFast,179
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,196
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,veryFast,227
1026P,Nevrološki pregled - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,257
1026P,Nevrološki pregled - prvi,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,veryFast,318
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,0
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Okulisticna ordinacija Bonis d.o.o.,regular,57
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Okulistika Clarus d.o.o.,regular,74
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,OZG ZDRAVSTVENI DOM KRANJ,regular,88
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Markelj d.o.o.,regular,88
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,BROVET d.o.o.,regular,88
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,"PRAVOVID, ocesna ord. Maja Sojer Štular, d.o.o.",regular,88
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,regular,113
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,OČESNA AMBULANTA NAKLO D.O.O.,regular,118
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM DR. JANEZA ORAŽMA RIBNICA,regular,118
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Oculus s.p.,regular,118
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM KOČEVJE,regular,118
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Kirurški sanatorij Rožna dolina d.o.o.,regular,118
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,regular,118
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Okulistika Falež d.o.o.,regular,135
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,regular,135
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,regular,147
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Očesna ambulanta Vid,regular,149
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Očesni center Preskar,regular,149
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,"AGENCIJA AVANTA d.o.o., Ljubljana",regular,165
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,"INMED d.o.o., Medicina in tehnika Ljubljana",regular,165
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,STUDIO d.o.o.,regular,165
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Očesna ambulanta Ophtacom,regular,165
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,"OKULODENT D.O.O. MILKA POFUK KOSTADINOVIĆ, DR.MED.SPEC.OFTALMOLOG",regular,165
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,"OKULISTICNA AMBULANTA  SMILJANA GRUDEN, DR. MED., SPEC. OFTALMOLOGIJE",regular,165
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,OPTOVID d.o.o.,regular,173
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,SPLOŠNA BOLNIŠNICA BREŽICE,regular,196
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,"Očesna Ordinacija Preskar, Spe vivimus d.o.o.",regular,196
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM LJUBLJANA - CENTER,regular,196
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM LITIJA,regular,227
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM ILIRSKA BISTRICA,regular,227
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,MLINAR VISUS D.O.O.,regular,227
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM LJUBLJANA - BEŽIGRAD,regular,257
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,OKULISTIKA Meh d.o.o.,regular,257
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,Očesna ordinacija in optika Oftalma,regular,257
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,"OA D.O.O. - Oliver AVSEC, dr. med. spec. oftal.",regular,257
1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,ZDRAVSTVENI DOM MEDVODE,regular,288
